Indicadores municipales de sostenibilidad: Tasa de afil.a la S.S. según Grupo Cotización:Oficiales de Producción (% sobre total personas afiliadas);;;;;;;;;;;;;
"";;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;
Entidad;;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011
01043;Oyón-Oion;37,30;34,70;34,04;34,51;34,18;34,41;34,45;35,67;39,58;38,61;38,24;39,27
20059;Oñati;35,10;35,10;37,10;36,61;36,92;38,42;39,76;40,62;41,08;42,02;42,23;42,95
20064;Pasaia;32,61;31,98;32,02;33,47;33,76;33,62;32,54;33,07;32,52;31,95;32,66;33,69
01044;Peñacerrada-Urizaharra;39,66;34,88;39,02;41,30;46,15;50,00;41,03;36,11;39,39;41,38;32,26;27,59
48077;Plentzia;19,70;19,98;18,85;19,45;19,17;18,00;18,30;17,69;17,10;16,65;16,75;18,03
48078;Portugalete;26,77;26,41;26,42;27,07;27,22;27,33;27,71;27,44;27,68;27,57;27,91;29,36
01047;Ribera Baja/Erribera Beitia;38,83;41,12;40,07;42,96;43,46;43,11;40,86;40,33;40,00;41,78;42,67;46,12
01051;Salvatierra/Agurain;45,81;45,86;45,41;45,82;44,77;44,49;44,41;45,41;44,73;45,45;45,86;45,19
01052;Samaniego;22,99;23,19;19,35;19,40;18,31;18,84;18,57;16,92;16,18;14,49;10,11;5,24
01053;San Millán/Donemiliaga;43,11;42,06;41,04;43,75;43,36;43,50;41,89;43,38;45,15;47,83;46,97;46,34
48082;Santurtzi;29,37;29,07;28,89;29,68;29,83;29,94;30,48;30,14;30,72;30,55;31,03;31,87
20070;Segura;35,81;38,70;37,90;36,76;39,32;40,67;40,81;40,48;41,21;40,93;41,13;41,58
48084;Sestao;31,74;30,94;31,02;31,80;32,18;31,81;31,92;30,65;30,50;31,16;31,99;33,44
48904;Sondika;21,90;21,53;21,12;22,55;21,87;22,41;22,73;24,05;23,81;23,90;24,08;25,21
48085;Sopela;18,71;19,08;18,85;19,93;19,64;19,82;20,06;18,81;18,98;18,97;19,45;20,02
48086;Sopuerta;28,95;28,89;30,23;31,27;32,06;30,69;29,45;28,18;28,66;29,89;33,23;32,19
20065;Soraluze-Placencia de las Armas;44,28;44,87;46,42;46,82;45,95;47,76;46,72;46,74;45,93;46,57;45,69;46,63
48076;Sukarrieta;15,38;18,18;15,15;17,65;17,39;13,85;9,68;11,11;10,71;11,86;12,90;10,94
20071;Tolosa;29,20;29,14;29,07;29,93;29,66;30,01;30,17;30,23;30,15;30,15;30,56;31,01
48087;Trucios-Turtzioz;47,06;45,31;44,92;45,05;46,32;46,59;45,24;45,65;42,35;43,02;41,24;43,24
48088;Ubide;40,74;40,00;48,98;49,02;46,00;41,67;34,69;42,59;36,36;42,86;42,22;38,30
48065;Ugao-Miraballes;33,44;33,45;33,26;34,49;35,35;36,07;35,57;35,25;34,51;36,47;36,57;38,54
48089;Urduliz;22,34;23,08;23,69;25,82;25,48;25,37;26,00;23,39;24,74;24,71;25,98;27,28
48074;Urduña/Orduña;36,90;37,58;39,20;38,86;38,25;40,82;40,70;39,86;40,41;41,65;42,42;43,16
01054;Urkabustaiz;33,33;33,62;32,31;34,38;34,11;34,18;35,49;35,34;38,70;40,27;38,50;38,86
20072;Urnieta;35,62;35,84;35,56;36,44;36,55;35,70;36,53;36,26;36,97;36,48;38,49;38,33
20077;Urretxu;35,43;36,47;36,60;38,19;37,76;38,14;37,59;37,75;37,28;37,68;38,21;39,61
20073;Usurbil;32,71;33,24;33,40;35,31;36,41;36,73;37,52;36,41;36,11;37,27;37,76;38,23
01055;Valdegovía/Gaubea;33,18;32,80;34,05;32,14;38,12;39,46;37,16;34,29;36,75;34,73;31,33;36,63
48080;Valle de Trápaga-Trapagaran;30,23;29,73;29,38;30,34;30,22;30,02;29,97;29,80;29,62;30,48;31,25;33,13
20075;Villabona;40,30;39,58;40,43;41,32;40,33;40,16;41,10;40,58;40,82;41,74;42,03;41,83
01057;Villabuena de Álava/Eskuernaga;22,22;10,87;13,33;10,00;10,87;18,18;12,28;7,02;12,50;12,20;9,09;6,36
01059;Vitoria-Gasteiz;30,54;30,84;30,71;31,81;32,04;32,27;31,93;31,12;31,22;31,94;32,36;33,20
01060;Yécora/Iekora;25,45;13,33;13,33;18,52;21,43;27,59;23,33;31,03;38,71;37,50;33,33;32,61
48095;Zaldibar;40,31;40,15;40,55;42,42;42,87;43,01;43,75;42,40;43,61;43,72;44,90;46,47
20078;Zaldibia;36,21;35,27;36,96;38,58;39,68;42,20;44,16;45,18;44,80;45,83;47,98;48,91
01061;Zalduondo;28,33;34,04;34,04;30,43;35,85;34,04;39,13;40,91;33,33;40,82;45,24;43,59
48096;Zalla;33,68;33,89;33,47;34,53;33,98;33,35;34,09;31,93;32,01;31,45;31,16;34,17
01062;Zambrana;36,36;39,76;39,08;41,05;41,57;46,15;39,73;48,61;41,79;43,08;45,00;43,66
48905;Zamudio;28,80;28,21;29,69;28,73;29,41;30,57;28,87;30,14;30,13;31,53;33,24;33,72
48097;Zaratamo;33,63;34,24;34,54;33,39;34,21;33,65;32,77;32,80;31,16;32,44;31,89;34,10
20079;Zarautz;26,73;26,51;26,16;27,12;27,40;27,10;28,41;28,93;29,10;29,65;30,51;31,99
48024;Zeanuri;23,24;23,75;21,59;22,33;23,00;23,71;22,98;21,28;23,53;23,73;22,35;22,81
48025;Zeberio;24,29;23,55;25,08;25,39;25,23;27,00;27,51;27,06;26,94;27,99;30,63;31,56
20025;Zegama;41,23;40,79;41,13;41,98;43,46;43,85;46,59;45,37;45,06;44,42;45,71;46,52
20026;Zerain;31,94;32,88;31,25;30,65;29,03;32,26;28,12;30,16;31,75;29,23;35,09;35,59
20027;Zestoa;40,32;41,75;42,94;42,28;44,42;44,41;45,58;45,72;46,15;45,51;47,21;46,85
48913;Zierbena;31,24;31,93;29,38;32,08;31,92;31,42;29,70;28,45;29,45;32,28;32,48;30,06
01018;Zigoitia;25,93;26,49;24,19;25,72;26,21;25,10;23,69;21,77;24,01;22,71;23,70;23,20
48915;Ziortza-Bolibar;37,00;38,95;43,02;36,90;40,45;40,54;39,73;40,62;29,85;34,43;39,82;39,17
20028;Zizurkil;37,05;36,88;37,81;38,40;40,21;39,46;38,21;39,25;40,76;41,21;41,71;41,71
01063;Zuia;22,57;21,57;22,51;24,04;24,38;24,97;26,84;26,18;27,53;27,17;27,99;27,47
20081;Zumaia;36,30;36,98;37,75;38,27;39,23;39,21;38,57;38,74;38,22;40,86;41,71;41,79
20080;Zumarraga;38,97;39,58;40,43;40,52;40,98;41,87;42,62;43,09;43,05;44,13;43,59;43,98
