Indicadores municipales de sostenibilidad: Pensión contributiva media (? / mes);;;
"";;;
Resumen de datos;;;
48034;Ermua;1.477,19;1.350,62
20067;Errenteria;1.360,89;1.241,75
20066;Errezil;1.085,45;1.008,93
01046;Erriberagoitia/Ribera Alta;1.202,47;1.095,83
48079;Errigoiti;1.272,62;1.130,52
20034;Eskoriatza;1.182,86;1.084,23
48029;Etxebarri;1.427,95;1.313,83
48030;Etxebarria;1.326,83;1.212,55
20035;Ezkio-Itsaso;1.408,77;1.281,40
48906;Forua;1.408,56;1.234,81
48035;Fruiz;1.368,45;1.235,88
20038;Gabiria;1.381,51;1.266,73
20037;Gaintza;1.627,91;1.454,71
48036;Galdakao;1.625,62;1.484,60
48037;Galdames;1.336,45;1.194,31
48038;Gamiz-Fika;1.508,91;1.340,82
48039;Garai;1.578,53;1.461,63
48040;Gatika;1.559,55;1.431,16
48041;Gautegiz Arteaga;1.497,58;1.379,86
20907;Gaztelu;1.314,28;1.212,19
48046;Gernika-Lumo;1.373,66;1.252,72
20039;Getaria;1.278,80;1.165,09
48044;Getxo;1.748,88;1.597,44
48047;Gizaburuaga;1.224,33;1.115,22
48042;Gordexola;1.455,87;1.326,84
48043;Gorliz;1.595,76;1.456,28
48045;Güeñes;1.353,90;1.219,13
01056;Harana/Valle de Arana;841,36;759,48
20040;Hernani;1.405,45;1.273,95
20041;Hernialde;1.496,17;1.455,65
20036;Hondarribia;1.482,52;1.350,74
20042;Ibarra;1.479,19;1.344,78
48048;Ibarrangelu;1.528,58;1.378,38
20043;Idiazabal;1.454,09;1.329,91
48094;Igorre;1.546,51;1.416,01
20044;Ikaztegieta;1.418,12;1.320,80
20045;Irun;1.351,93;1.232,60
20046;Irura;1.425,36;1.321,02
01027;Iruraiz-Gauna;1.004,94;877,35
01901;Iruña Oka/Iruña de Oca;1.424,04;1.281,66
48049;Ispaster;1.219,83;1.083,16
20047;Itsasondo;1.392,44;1.286,28
48910;Iurreta;1.480,99;1.358,00
48050;Izurtza;1.567,97;1.470,44
48022;Karrantza Harana/Valle de Carranza;1.073,32;977,81
48907;Kortezubi;1.184,88;1.089,94
01019;Kripan;965,17;851,12
01020;Kuartango;1.224,64;1.085,80
01028;Labastida/Bastida;1.220,97;1.109,92
01030;Lagrán;983,40;886,63
01031;Laguardia;1.163,28;1.062,48
01032;Lanciego/Lantziego;919,14;841,21
48051;Lanestosa;933,22;836,60
01902;Lantarón;1.133,93;1.001,25
01033;Lapuebla de Labarca;1.027,28;906,50
48052;Larrabetzu;1.514,94;1.391,93
20048;Larraul;1.283,78;1.145,48
