Indicadores municipales de sostenibilidad: Población de 16 y más años que ha alcanzado el nivel de Primera etapa de educación secundaria e inferior (%);;;
"";;;
Resumen de datos;;;
48044;Getxo;20,42;20,52
48047;Gizaburuaga;31,10;30,30
48042;Gordexola;31,73;32,34
48043;Gorliz;22,96;23,31
48045;Güeñes;40,91;41,72
01056;Harana/Valle de Arana;56,10;59,55
20040;Hernani;34,66;34,87
20041;Hernialde;43,71;44,01
20036;Hondarribia;30,30;30,60
20042;Ibarra;42,64;43,36
48048;Ibarrangelu;20,76;20,29
20043;Idiazabal;38,17;38,99
48094;Igorre;41,62;42,27
20044;Ikaztegieta;40,90;41,10
20045;Irun;37,22;36,94
20046;Irura;30,12;30,06
01027;Iruraiz-Gauna;29,70;27,98
01901;Iruña Oka/Iruña de Oca;40,00;39,76
48049;Ispaster;34,70;36,14
20047;Itsasondo;40,60;39,70
48910;Iurreta;47,29;47,74
48050;Izurtza;37,31;28,72
48022;Karrantza Harana/Valle de Carranza;51,09;50,88
48907;Kortezubi;30,48;29,70
01019;Kripan;49,69;48,48
01020;Kuartango;34,88;35,57
01028;Labastida/Bastida;47,71;45,58
01030;Lagrán;40,12;40,96
01031;Laguardia;46,16;44,54
01032;Lanciego/Lantziego;56,13;54,56
48051;Lanestosa;52,36;49,42
01902;Lantarón;40,09;40,96
01033;Lapuebla de Labarca;51,50;51,68
48052;Larrabetzu;26,40;26,85
20048;Larraul;39,15;39,53
20902;Lasarte-Oria;41,48;41,11
01036;Laudio/Llodio;39,32;39,73
48053;Laukiz;21,30;21,65
20049;Lazkao;39,56;39,25
20050;Leaburu;51,55;52,90
20051;Legazpi;44,17;44,58
20052;Legorreta;45,78;43,94
01058;Legutio;37,74;37,21
20068;Leintz-Gatzaga;32,97;28,35
48054;Leioa;30,35;30,77
48057;Lekeitio;36,76;37,44
48055;Lemoa;37,53;37,01
48056;Lemoiz;20,36;21,61
01034;Leza;47,89;47,57
48081;Lezama;30,03;29,97
20053;Lezo;38,66;38,89
20054;Lizartza;51,65;52,66
48903;Loiu;27,83;25,59
48058;Mallabia;41,15;42,00
48060;Markina-Xemein;40,44;41,46
48061;Maruri-Jatabe;21,96;20,86
48059;Mañaria;35,88;36,74
20901;Mendaro;39,71;39,68
48062;Mendata;33,43;31,55
48063;Mendexa;28,80;27,04
48064;Meñaka;30,06;29,35
01039;Moreda de Álava / Moreda Araba;39,91;36,18
48066;Morga;36,27;35,58
48068;Mundaka;29,88;28,68
48069;Mungia;30,23;30,02
48007;Munitibar-Arbatzegi Gerrikaitz-;38,39;40,77
48908;Murueta;19,72;22,58
48071;Muskiz;37,63;37,10
20057;Mutiloa;32,00;32,84
20056;Mutriku;40,74;40,61
48067;Muxika;37,99;35,86
48909;Nabarniz;36,20;31,96
01041;Navaridas;56,00;51,74
20063;Oiartzun;34,43;34,42
01042;Okondo;34,98;35,79
20058;Olaberria;43,73;43,32
48073;Ondarroa;46,61;47,25
20076;Ordizia;37,98;36,90
20905;Orendain;32,61;31,69
20060;Orexa;35,63;39,33
20061;Orio;35,76;35,81
20062;Ormaiztegi;39,47;39,25
48075;Orozko;33,36;34,26
48083;Ortuella;43,77;43,58
48072;Otxandio;38,70;40,54
01043;Oyón-Oion;53,42;53,23
20059;Oñati;35,25;36,12
20064;Pasaia;45,02;45,23
01044;Peñacerrada-Urizaharra;32,51;30,74
48077;Plentzia;22,18;21,70
48078;Portugalete;42,90;43,24
01047;Ribera Baja/Erribera Beitia;39,54;36,64
01051;Salvatierra/Agurain;49,00;47,76
01052;Samaniego;40,70;46,39
01053;San Millán/Donemiliaga;37,87;39,72
48082;Santurtzi;43,40;43,81
20070;Segura;33,33;34,18
48084;Sestao;51,30;51,60
48904;Sondika;30,34;31,70
48085;Sopela;19,84;19,08
48086;Sopuerta;33,26;32,63
20065;Soraluze-Placencia de las Armas;47,64;48,12
48076;Sukarrieta;21,32;20,41
20071;Tolosa;34,54;34,58
48087;Trucios-Turtzioz;46,14;45,34
48088;Ubide;26,11;26,14
48065;Ugao-Miraballes;43,59;43,26
48089;Urduliz;24,38;24,98
48074;Urduña/Orduña;41,11;40,86
01054;Urkabustaiz;28,68;29,08
20072;Urnieta;35,57;36,02
20077;Urretxu;38,94;39,71
20073;Usurbil;35,57;37,07
01055;Valdegovía/Gaubea;41,51;41,45
48080;Valle de Trápaga-Trapagaran;42,09;42,39
20075;Villabona;43,21;43,02
01057;Villabuena de Álava/Eskuernaga;47,67;47,21
01059;Vitoria-Gasteiz;37,07;37,02
01060;Yécora/Iekora;51,89;51,83
48095;Zaldibar;44,27;44,34
20078;Zaldibia;43,27;43,25
01061;Zalduondo;16,57;17,93
48096;Zalla;39,52;39,62
01062;Zambrana;36,73;37,73
48905;Zamudio;42,86;42,46
48097;Zaratamo;44,39;44,78
20079;Zarautz;23,35;23,17
48024;Zeanuri;25,02;26,08
48025;Zeberio;30,43;31,35
20025;Zegama;41,59;41,39
20026;Zerain;37,71;36,96
20027;Zestoa;43,83;44,37
48913;Zierbena;30,61;30,84
01018;Zigoitia;23,80;24,70
48915;Ziortza-Bolibar;38,10;36,93
20028;Zizurkil;44,30;44,15
01063;Zuia;24,16;24,52
20081;Zumaia;32,14;32,23
20080;Zumarraga;46,28;46,97
