"Indicadores municipales de sostenibilidad: Tasa de afiliación a la seguridad social por municipio de residencia: población 16-24 años (%habitantes) ";;;;;;;;;;;;;
"";;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;
Entidad;;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011
20059;Oñati;30,77;30,33;24,12;30,33;28,40;30,63;24,67;22,48;18,47;16,53;12,31;16,31
20064;Pasaia;32,69;32,31;22,36;29,17;27,46;25,65;24,17;22,65;20,00;18,87;20,69;23,39
01044;Peñacerrada-Urizaharra;22,22;17,39;5,00;31,58;11,11;11,11;20,00;29,41;17,65;11,11;26,67;15,79
48077;Plentzia;19,09;17,92;13,50;16,59;16,06;14,98;13,19;12,90;9,79;8,94;9,28;10,93
48078;Portugalete;22,91;19,75;17,73;20,08;19,83;18,73;17,33;17,13;15,51;14,30;16,23;21,16
01047;Ribera Baja/Erribera Beitia;17,62;18,60;19,62;14,37;13,38;13,19;9,85;10,85;8,18;7,34;6,42;6,96
01051;Salvatierra/Agurain;30,23;27,75;24,70;30,95;27,14;26,48;24,80;23,02;19,95;15,18;16,97;23,43
01052;Samaniego;25,00;21,74;18,52;50,00;50,00;35,29;45,00;24,00;30,43;32,14;45,45;161,76
01053;San Millán/Donemiliaga;22,03;16,67;22,92;34,88;35,71;35,71;28,57;28,57;22,22;22,64;21,82;26,32
48082;Santurtzi;24,47;20,16;16,61;21,16;20,32;18,93;16,94;16,68;14,64;14,15;15,41;21,06
20070;Segura;30,83;31,03;30,36;31,20;30,95;29,46;20,00;21,85;16,00;10,48;13,68;22,03
48084;Sestao;25,16;24,09;19,62;24,14;20,66;19,34;18,13;16,00;16,95;16,61;18,81;23,64
48904;Sondika;24,53;21,36;16,50;21,20;21,78;19,12;13,79;12,15;11,99;11,45;14,29;16,93
48085;Sopela;24,43;18,99;16,33;19,38;19,92;16,70;15,60;16,29;12,82;12,28;15,46;18,05
48086;Sopuerta;16,90;14,29;19,19;19,61;18,88;22,45;18,62;12,99;12,50;19,86;15,82;25,31
20065;Soraluze-Placencia de las Armas;27,33;27,46;18,86;25,54;25,70;20,95;22,22;28,09;25,00;20,83;21,71;21,16
48076;Sukarrieta;16,67;6,25;7,69;4,17;0,00;8,70;0,00;4,00;4,17;0,00;0,00;0,00
20071;Tolosa;28,89;27,42;23,50;26,96;27,03;24,59;23,02;22,86;19,08;15,26;15,34;21,24
48087;Trucios-Turtzioz;21,43;26,92;26,09;24,00;30,77;16,67;16,67;14,81;19,23;19,44;23,68;19,44
48088;Ubide;0,00;12,50;0,00;0,00;9,09;27,27;7,69;18,18;0,00;0,00;0,00;26,67
48065;Ugao-Miraballes;21,78;18,86;17,99;25,38;22,90;21,50;18,27;20,33;16,95;16,45;20,38;23,38
48089;Urduliz;19,54;17,15;15,34;18,62;18,09;18,58;19,16;15,83;13,31;15,66;16,48;13,47
48074;Urduña/Orduña;22,41;18,44;13,27;16,97;14,79;13,11;14,29;14,02;14,81;15,25;17,25;21,07
01054;Urkabustaiz;36,96;30,94;23,08;30,33;25,20;24,58;16,80;16,24;15,38;12,66;16,88;21,25
20072;Urnieta;33,71;31,40;25,53;26,92;25,18;27,46;23,79;20,35;17,69;16,10;17,82;27,01
20077;Urretxu;29,19;25,16;20,96;23,74;26,41;20,80;16,97;14,11;12,79;13,91;16,34;21,23
20073;Usurbil;28,81;23,76;25,09;26,16;25,83;25,83;22,66;19,36;16,14;20,19;20,61;23,72
01055;Valdegovía/Gaubea;18,99;8,00;15,07;19,40;20,31;20,90;20,97;14,04;13,79;16,98;16,98;26,00
48080;Valle de Trápaga-Trapagaran;24,85;21,61;17,48;22,66;20,84;19,04;18,86;17,85;16,90;13,12;13,87;17,58
20075;Villabona;35,63;31,63;26,94;30,15;31,51;24,68;24,28;24,32;22,93;25,27;23,19;25,17
01057;Villabuena de Álava/Eskuernaga;35,71;33,33;33,33;45,45;33,33;34,48;62,50;56,00;12,00;7,69;24,00;77,78
01059;Vitoria-Gasteiz;32,49;28,24;22,85;28,94;27,96;26,14;24,27;23,11;21,15;20,34;20,19;22,37
01060;Yécora/Iekora;28,00;7,41;5,88;5,26;11,54;12,50;4,55;0,00;0,00;8,33;36,36;83,33
48095;Zaldibar;21,19;28,77;19,18;23,08;21,05;22,93;21,65;22,34;16,75;11,46;15,69;19,63
20078;Zaldibia;31,71;26,85;28,47;30,82;27,85;27,89;27,14;21,80;22,63;20,00;16,54;21,71
01061;Zalduondo;26,09;14,29;13,64;20,00;18,75;7,14;14,29;27,27;16,67;28,57;0,00;20,00
48096;Zalla;21,90;19,11;17,70;22,89;23,14;23,85;18,75;14,26;14,17;13,43;17,46;21,18
01062;Zambrana;20,00;12,12;12,50;13,79;12,00;20,83;19,05;22,22;15,00;13,04;3,45;3,57
48905;Zamudio;24,03;22,22;12,39;18,57;21,39;19,07;18,92;16,09;20,81;14,45;22,84;23,70
48097;Zaratamo;22,22;17,83;11,18;13,77;17,42;13,70;14,18;17,29;24,60;19,08;16,67;26,36
20079;Zarautz;25,65;22,08;19,04;21,56;19,74;16,78;16,25;15,17;13,67;13,77;15,02;16,71
48024;Zeanuri;31,90;27,68;23,64;23,30;22,11;18,56;15,29;14,10;21,62;21,92;27,69;23,94
48025;Zeberio;30,95;28,92;25,32;24,36;32,05;20,27;21,13;23,61;13,85;7,46;7,94;15,71
20025;Zegama;25,23;26,09;27,78;36,59;32,94;29,21;21,28;22,68;27,37;19,23;20,83;21,71
20026;Zerain;17,39;43,75;22,22;16,67;31,25;46,67;17,65;15,79;22,22;35,00;15,00;16,67
20027;Zestoa;34,52;30,56;29,62;28,25;31,12;26,41;29,89;25,56;26,39;21,17;21,69;20,59
48913;Zierbena;21,67;12,40;8,66;9,32;9,71;9,80;12,87;12,24;8,08;8,25;10,31;13,16
01018;Zigoitia;35,80;27,81;28,26;27,48;33,08;29,85;30,65;23,48;19,55;19,69;14,18;19,85
48915;Ziortza-Bolibar;11,76;26,67;15,79;27,27;38,10;21,74;20,69;23,33;12,12;11,76;14,71;18,18
20028;Zizurkil;32,00;30,95;30,88;23,78;31,84;29,37;32,00;28,89;26,07;23,90;26,51;35,09
01063;Zuia;26,15;27,53;24,21;28,78;26,89;27,82;25,00;22,51;20,72;11,11;13,85;17,11
20081;Zumaia;30,83;31,65;25,11;29,01;28,84;26,67;22,66;20,03;16,96;17,94;19,76;20,67
20080;Zumarraga;28,16;23,28;20,48;22,84;24,08;22,84;20,50;18,94;16,74;14,77;14,86;20,42
