Indicadores municipales de sostenibilidad: Tasa de afiliación a la Seguridad Social por municipio de residencia: Mujeres (% mujeres de 16 y más años);;;;;;;;;;;;;;;
"";;;;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;;;
Entidad;;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009
48059;Mañaria;50,95;45,71;48,13;47,98;47,47;49,05;46,54;48,40;42,92;42,99;44,02;44,71;46,48;43,54
20901;Mendaro;53,43;51,94;51,52;52,87;51,15;48,06;47,58;45,83;45,05;42,45;43,40;42,71;40,08;39,84
48062;Mendata;42,11;40,66;42,69;47,10;45,16;43,14;39,24;47,22;45,14;43,84;45,52;46,00;37,75;40,26
48063;Mendexa;48,59;47,28;44,68;43,82;46,70;44,75;43,92;40,53;42,11;35,42;35,11;36,81;32,22;36,72
48064;Meñaka;50,49;50,34;50,34;49,00;43,67;45,45;43,33;42,81;42,81;38,74;38,11;35,09;33,99;33,67
01039;Moreda de Álava / Moreda Araba;50,00;27,68;27,27;31,31;29,52;28,04;27,10;26,17;21,50;23,36;21,10;23,36;18,35;21,62
48066;Morga;41,21;40,10;38,62;43,86;40,59;41,57;36,61;37,64;36,52;34,44;32,97;29,55;24,72;26,26
48068;Mundaka;42,27;40,85;40,26;42,46;40,96;38,18;37,21;37,01;36,08;35,94;35,99;37,80;35,43;36,45
48069;Mungia;56,49;54,35;53,17;52,92;51,00;50,36;49,35;48,65;47,60;47,00;47,06;45,52;43,63;43,68
48007;Munitibar-Arbatzegi Gerrikaitz-;43,39;40,00;37,13;37,57;35,29;36,13;37,50;38,02;36,46;32,99;34,95;33,14;29,55;33,53
48908;Murueta;20,42;18,12;15,56;16,42;14,39;12,98;12,10;12,00;12,00;11,90;13,11;12,40;12,70;12,70
48071;Muskiz;49,17;45,18;44,90;45,03;43,84;42,76;41,26;40,77;38,83;37,95;38,11;38,35;37,88;36,74
20057;Mutiloa;50,53;40,62;43,96;46,81;38,46;42,22;39,33;33,67;34,69;37,37;41,05;45,05;39,78;44,57
20056;Mutriku;46,72;46,42;45,98;45,83;46,09;46,17;43,86;42,06;41,56;39,64;39,08;39,73;38,94;38,92
48067;Muxika;51,65;51,33;54,30;53,14;50,08;49,39;48,96;44,96;42,81;43,38;44,61;45,11;43,32;40,29
48909;Nabarniz;39,47;39,66;35,83;40,00;41,90;40,00;38,53;41,24;37,11;37,76;42,55;46,24;40,82;38,54
01041;Navaridas;48,78;38,82;31,82;39,13;34,67;35,44;35,44;44,59;36,49;39,19;38,16;40,00;48,78;39,08
20063;Oiartzun;54,86;52,77;52,37;53,06;51,63;52,11;50,91;50,46;48,13;48,04;48,17;47,90;47,20;47,08
01042;Okondo;54,98;54,19;51,75;47,86;47,12;46,07;45,95;43,83;42,07;39,25;38,22;39,34;34,35;34,90
20058;Olaberria;50,00;49,48;45,61;43,03;40,60;39,65;38,56;37,21;33,59;34,33;37,72;39,95;36,78;36,02
48073;Ondarroa;43,01;42,88;41,38;43,06;41,86;40,67;39,94;39,83;39,54;36,55;35,76;39,40;36,61;38,21
20076;Ordizia;50,22;48,15;48,39;46,83;44,55;43,94;42,86;42,39;41,22;40,44;39,79;40,91;39,92;38,90
20905;Orendain;52,63;44,57;45,78;40,70;43,37;48,68;47,22;51,43;47,14;45,71;51,43;59,09;44,44;45,07
20060;Orexa;69,44;62,50;60,53;58,14;60,47;65,91;62,79;59,57;55,32;54,35;59,09;60,87;48,89;58,14
20061;Orio;52,06;51,52;49,92;49,44;49,16;48,45;47,15;46,09;45,88;43,83;45,43;45,75;43,30;43,49
20062;Ormaiztegi;56,09;52,33;51,63;54,72;53,17;53,08;51,63;47,83;47,08;45,22;44,61;45,33;39,63;42,59
48075;Orozko;48,37;46,55;43,73;46,33;46,09;44,23;42,04;42,02;39,04;38,94;41,03;42,14;40,49;39,76
48083;Ortuella;46,20;44,01;43,34;44,11;42,19;40,82;41,07;40,32;38,67;38,22;38,91;39,76;39,32;39,26
48072;Otxandio;49,23;46,07;44,63;43,31;43,79;46,82;45,37;42,75;40,78;38,39;39,19;39,00;36,33;36,52
01043;Oyón-Oion;45,50;23,93;23,37;24,36;23,25;23,56;23,15;23,03;21,39;21,05;22,30;23,40;21,27;21,50
20059;Oñati;53,18;51,78;50,38;51,43;51,21;51,46;50,17;49,99;48,42;47,09;46,74;46,73;46,68;47,22
20064;Pasaia;51,66;49,21;46,87;50,35;48,56;47,17;45,98;44,98;43,28;42,51;42,77;42,13;40,88;41,72
01044;Peñacerrada-Urizaharra;36,04;26,45;29,66;44,09;33,67;36,46;35,79;32,63;33,68;27,08;27,96;26,73;27,10;22,52
48077;Plentzia;49,17;45,95;45,31;46,50;46,07;44,68;44,17;42,69;40,73;40,97;40,61;40,26;39,21;38,40
48078;Portugalete;44,02;42,09;40,91;41,93;41,21;40,38;40,03;39,38;38,57;37,54;37,80;37,28;36,81;36,57
01047;Ribera Baja/Erribera Beitia;44,07;31,03;28,87;34,47;30,41;29,73;27,50;26,85;26,85;26,85;27,80;29,71;28,30;24,95
01051;Salvatierra/Agurain;49,63;46,61;44,77;49,01;46,82;46,36;46,05;46,32;44,69;44,15;42,14;42,20;44,20;42,46
01052;Samaniego;46,40;38,17;37,98;34,44;39,01;38,03;40,71;43,09;45,53;45,38;51,64;73,98;61,60;60,00
01053;San Millán/Donemiliaga;47,47;46,55;47,75;54,01;54,78;55,39;55,47;53,73;49,25;50,74;45,99;49,64;44,65;47,97
48082;Santurtzi;43,39;41,84;40,80;41,47;40,67;40,01;39,20;38,49;38,02;36,77;36,98;37,34;36,29;36,25
20070;Segura;55,37;52,52;54,33;52,43;50,52;50,35;51,13;49,15;47,80;43,93;41,81;42,64;37,89;36,61
48084;Sestao;44,69;43,56;42,66;42,61;41,18;40,21;39,60;38,72;38,42;37,26;37,19;36,98;36,25;35,93
48904;Sondika;47,03;45,49;44,70;46,23;45,39;44,14;42,73;42,71;41,30;39,20;40,59;40,16;38,61;37,65
48085;Sopela;57,97;54,03;52,93;50,68;49,43;48,42;48,01;47,26;45,31;44,33;44,14;43,66;43,25;41,44
48086;Sopuerta;43,65;41,20;41,08;43,42;40,70;40,18;36,97;36,55;34,45;35,60;35,95;36,22;33,78;32,58
20065;Soraluze-Placencia de las Armas;47,50;46,22;44,38;44,61;43,04;42,19;41,59;39,06;38,89;39,33;38,84;41,14;37,83;36,22
48076;Sukarrieta;32,70;30,97;33,11;31,72;29,66;29,41;31,01;31,55;29,76;30,43;32,30;33,12;32,03;28,48
20071;Tolosa;51,60;50,32;49,45;49,03;48,35;46,74;46,30;45,76;44,31;43,48;43,21;45,08;44,55;43,80
48087;Trucios-Turtzioz;32,73;33,48;30,97;31,48;27,57;26,51;27,10;30,29;32,69;29,55;30,17;30,57;29,36;28,75
48088;Ubide;52,00;52,94;48,48;45,59;43,28;40,54;36,84;35,90;41,03;36,71;32,50;33,33;32,56;29,27
48065;Ugao-Miraballes;48,81;47,48;48,42;49,43;47,48;46,17;45,89;44,88;44,03;42,82;42,14;42,43;40,19;40,55
48089;Urduliz;49,96;48,37;45,85;46,76;46,88;47,01;45,36;46,35;43,94;42,60;42,73;42,08;40,32;41,41
48074;Urduña/Orduña;44,44;43,58;42,00;44,48;41,04;39,70;38,08;36,53;37,44;35,71;38,16;39,22;37,44;36,13
01054;Urkabustaiz;55,04;52,15;51,00;53,58;52,76;53,35;51,32;51,06;50,00;49,67;46,22;42,86;40,24;37,95
20072;Urnieta;56,06;54,93;54,01;54,59;53,32;53,90;52,20;51,34;48,82;48,81;47,73;47,49;46,39;45,94
20077;Urretxu;49,52;46,86;46,39;46,36;45,17;43,83;42,60;41,34;40,28;40,28;40,78;41,66;39,66;38,02
20073;Usurbil;54,35;53,40;53,14;53,80;53,50;52,42;51,49;50,86;49,30;48,62;48,65;49,86;47,78;47,71
01055;Valdegovía/Gaubea;33,48;26,88;28,32;34,09;34,69;33,25;33,42;32,25;32,00;31,13;30,60;30,79;29,17;30,23
48080;Valle de Trápaga-Trapagaran;46,44;44,29;43,55;44,24;42,93;41,41;40,27;39,72;38,62;37,92;38,43;39,11;37,50;36,83
20075;Villabona;50,68;50,52;49,50;49,52;49,29;47,27;45,31;46,39;44,78;43,97;44,13;44,75;43,56;43,81
01057;Villabuena de Álava/Eskuernaga;43,65;38,76;38,28;42,15;37,69;42,31;41,48;38,35;33,83;32,35;34,81;42,75;44,76;42,45
01059;Vitoria-Gasteiz;50,75;48,14;47,02;47,76;47,29;46,75;46,16;45,89;45,01;44,58;44,81;44,75;44,37;44,23
01060;Yécora/Iekora;42,31;21,70;23,89;23,53;23,01;26,32;29,91;31,53;32,43;35,19;38,18;33,05;27,59;29,31
48095;Zaldibar;47,67;46,97;43,54;44,87;45,21;45,00;42,98;40,91;39,21;38,64;38,15;39,44;38,44;37,89
20078;Zaldibia;50,22;50,00;48,62;49,31;46,38;47,97;44,41;45,30;43,70;43,02;41,50;42,02;39,97;41,43
01061;Zalduondo;40,00;30,34;28,74;37,68;41,79;34,78;34,29;32,00;34,67;33,33;36,62;35,21;32,00;31,58
48096;Zalla;46,24;43,96;42,65;43,21;42,08;41,74;39,86;38,69;37,85;37,38;37,53;38,37;37,23;37,64
01062;Zambrana;36,14;24,57;23,56;27,54;25,62;21,38;23,03;23,03;20,00;19,41;18,13;24,14;22,81;24,84
48905;Zamudio;50,25;49,02;48,08;48,37;47,78;47,56;48,05;46,36;47,88;47,20;48,81;47,21;45,49;46,45
48097;Zaratamo;46,25;44,49;43,56;44,95;45,04;44,29;46,00;45,17;45,74;43,43;46,37;42,54;40,47;37,84
20079;Zarautz;51,14;49,51;49,12;49,67;48,62;46,98;45,75;44,45;43,34;42,71;42,95;43,27;41,45;40,91
48024;Zeanuri;51,21;50,75;51,43;50,19;48,76;46,57;48,29;49,62;48,66;49,23;48,58;49,72;48,15;46,97
48025;Zeberio;52,25;49,89;47,54;47,57;49,44;47,86;47,90;44,71;43,63;41,94;41,16;40,94;39,34;42,35
20025;Zegama;57,05;54,92;55,61;56,45;51,40;49,59;46,82;43,13;45,23;42,95;39,49;39,68;36,14;37,85
20026;Zerain;45,90;47,06;42,74;48,18;46,73;51,92;50,00;47,75;49,55;52,68;43,86;41,88;34,21;33,04
20027;Zestoa;52,82;51,87;50,93;50,70;46,96;46,48;43,63;42,48;41,25;40,14;39,46;40,14;35,14;35,38
48913;Zierbena;43,82;39,81;37,68;38,94;37,09;37,38;35,06;34,86;32,08;27,78;26,52;27,35;23,26;38,99
01018;Zigoitia;52,47;46,85;47,77;49,20;47,38;50,66;48,30;48,89;48,44;47,68;47,94;48,29;43,79;41,30
48915;Ziortza-Bolibar;40,51;40,25;36,81;37,82;38,18;30,99;29,24;24,16;25,84;24,72;42,78;44,63;39,18;20,59
20028;Zizurkil;56,73;53,65;51,28;49,56;48,95;48,33;48,99;45,13;43,20;41,79;41,07;41,09;41,30;42,86
01063;Zuia;53,15;50,65;51,22;51,71;50,58;50,26;49,10;48,14;47,61;45,84;46,03;44,66;43,12;41,19
20081;Zumaia;52,03;50,26;49,40;49,19;47,26;46,69;44,78;43,29;42,80;41,30;41,11;41,18;38,83;39,50
20080;Zumarraga;48,06;46,24;45,56;45,58;43,64;42,07;40,80;39,86;38,82;37,74;37,61;42,02;38,49;38,12
