Indicadores municipales de sostenibilidad: Tasa de afiliación a la S.S. Sector Servicios (% sobre total personas afiliadas);;;;;;;;;;;;
"";;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;
Entidad;;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012
48088;Ubide;66,22;63,51;60,00;58,21;55,38;55,38;54,84;52,94;54,93;55,38;58,33
48065;Ugao-Miraballes;72,46;71,82;71,40;70,95;70,90;70,14;70,51;70,11;69,70;68,56;67,84
48089;Urduliz;80,99;80,58;80,70;80,27;78,86;80,10;79,24;79,75;78,88;78,80;76,73
48074;Urduña/Orduña;64,23;63,53;62,89;63,73;61,89;61,57;60,99;61,27;61,95;59,90;60,08
01054;Urkabustaiz;72,81;72,02;71,93;70,32;71,43;70,86;68,76;69,17;69,29;68,64;68,12
20072;Urnieta;70,93;70,70;69,88;69,63;69,18;70,15;69,71;70,24;69,48;69,00;67,46
20077;Urretxu;63,47;62,31;63,06;62,61;62,34;62,10;62,02;60,49;59,59;59,13;58,55
20073;Usurbil;73,19;72,78;73,22;73,10;73,27;72,38;71,64;71,78;71,38;70,25;69,10
01055;Valdegovía/Gaubea;63,44;61,46;59,79;60,96;60,60;57,59;57,64;60,00;58,70;58,15;59,34
48080;Valle de Trápaga-Trapagaran;78,12;78,40;78,03;77,85;78,05;77,08;77,11;76,91;76,74;75,97;74,97
20075;Villabona;62,95;63,18;63,19;63,18;63,42;62,69;61,96;62,16;62,35;62,10;60,84
01057;Villabuena de Álava/Eskuernaga;39,23;34,45;32,17;32,80;31,97;33,87;39,85;35,66;26,27;25,21;30,83
01059;Vitoria-Gasteiz;74,93;74,72;74,30;74,22;74,05;73,99;74,01;74,34;74,11;73,45;72,26
01060;Yécora/Iekora;43,75;27,94;28,99;25,35;20,55;20,25;24,10;22,22;20,48;20,93;16,47
48095;Zaldibar;59,18;58,00;58,11;56,94;55,94;56,47;55,48;54,92;53,88;52,99;52,15
20078;Zaldibia;55,97;56,29;55,13;55,60;54,69;55,62;54,88;54,49;53,35;52,33;49,76
01061;Zalduondo;73,68;76,92;73,13;75,00;72,60;71,64;66,67;65,67;65,71;63,77;63,49
48096;Zalla;72,06;72,37;72,14;71,71;71,47;71,91;71,60;72,00;72,64;71,51;71,03
01062;Zambrana;60,71;59,26;60,75;60,00;56,88;55,79;54,84;55,32;55,29;57,65;56,96
48905;Zamudio;74,08;74,26;73,50;72,49;70,85;69,23;70,15;69,53;69,35;67,53;65,93
48097;Zaratamo;75,04;73,49;72,21;72,46;71,41;72,90;73,04;71,61;73,05;72,19;72,02
20079;Zarautz;72,89;72,56;73,02;72,58;72,21;72,56;72,57;72,10;72,10;71,05;69,84
48024;Zeanuri;75,09;74,55;74,45;72,91;71,30;70,47;70,50;69,96;69,30;69,12;68,61
48025;Zeberio;72,82;73,11;72,17;72,13;73,29;71,17;72,30;72,87;71,74;70,93;69,90
20025;Zegama;59,14;58,59;57,74;57,27;55,40;57,05;56,51;54,47;56,08;56,18;55,60
20026;Zerain;54,21;51,38;45,92;47,52;48,51;50,00;52,38;48,60;49,53;49,11;42,57
20027;Zestoa;64,03;63,29;63,52;62,80;61,68;62,84;62,60;61,91;60,83;60,04;57,83
48913;Zierbena;77,05;75,40;76,70;76,45;74,25;76,52;77,71;80,00;78,34;76,32;73,26
01018;Zigoitia;72,91;72,52;72,05;71,30;70,07;72,36;72,14;72,70;72,96;71,55;71,12
48915;Ziortza-Bolibar;55,88;54,89;55,04;57,26;56,49;55,17;56,36;55,45;55,34;56,25;50,60
20028;Zizurkil;64,38;63,99;63,43;63,49;62,64;63,15;64,06;62,35;62,44;61,81;59,91
01063;Zuia;76,34;77,15;76,51;76,03;74,45;75,28;75,52;76,18;76,11;74,91;74,38
20081;Zumaia;64,99;64,57;63,92;63,33;62,18;62,62;62,31;61,43;60,58;59,23;58,05
20080;Zumarraga;63,58;62,62;62,10;61,75;62,12;61,90;61,48;60,90;60,04;58,58;56,97
