Indicadores municipales de sostenibilidad: Mujeres paradas de larga duración registradas en Lanbide (% mujeres de 16 a 64 años);;;;;;;;;;;;;;;;;;
"";;;;;;;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;;;;;;
01013;Barrundia;1,95;1,79;1,43;1,94;2,21;1,48;1,48;1,12;2,39;5,51;4,25;3,38;2,26;1,13;0,38;0,42;0,43
48015;Basauri;6,37;6,76;7,26;7,98;6,93;7,06;7,62;8,10;8,93;9,13;8,77;7,86;6,16;4,83;4,03;3,27;3,43
01011;Baños de Ebro/Mañueta;2,35;1,11;0,00;1,19;1,18;1,20;1,25;2,53;1,23;1,22;2,33;1,27;0,00;1,20;2,41;1,12;0,00
20019;Beasain;3,38;3,36;3,38;4,29;3,17;3,17;3,81;4,15;5,37;5,29;4,89;4,57;3,60;3,02;2,34;1,74;1,83
48092;Bedia;3,39;2,75;4,13;6,96;5,23;3,78;3,88;4,75;3,80;4,09;6,16;4,76;3,92;4,09;3,75;1,24;1,90
20020;Beizama;4,76;12,00;8,00;3,70;3,23;12,50;10,34;7,41;0,00;0,00;3,23;0,00;2,86;5,71;0,00;0,00;0,00
20021;Belauntza;2,35;2,60;2,60;6,17;1,43;2,82;5,26;5,19;4,00;6,41;4,88;7,23;4,55;2,33;3,16;2,86;2,00
48016;Berango;3,03;3,32;3,36;4,26;3,22;3,86;4,08;4,43;4,50;4,76;4,40;3,84;3,16;2,47;2,00;1,59;1,76
01014;Berantevilla;1,97;2,94;2,94;2,96;3,20;2,54;4,17;3,91;7,63;8,66;2,19;3,76;0,00;2,19;0,75;1,41;0,00
20022;Berastegi;2,42;2,15;2,15;4,06;4,29;2,26;4,43;4,46;4,78;5,94;4,36;2,56;1,62;3,92;2,59;1,34;2,11
20074;Bergara;3,09;3,34;3,46;3,71;3,02;3,62;3,98;4,14;4,48;5,06;5,07;4,78;3,40;3,19;2,51;1,76;1,98
48017;Bermeo;4,08;4,02;4,57;5,03;4,50;5,01;4,98;5,36;5,47;5,32;5,48;4,92;3,61;2,33;2,09;1,46;1,48
