Indicadores municipales de sostenibilidad: Renta personal total (Base CAE=100);;;;;;;;;;;;;;;;;
"";;;;;;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;;;;;
20074;Bergara;107,84;106,55;107,31;109,74;110,17;109,99;108,22;110,10;107,43;106,71;108,01;108,40;105,38;112,13;114,93;112,71
48017;Bermeo;88,37;88,04;89,11;87,58;91,33;87,69;90,07;90,02;90,01;92,41;85,68;82,27;83,45;83,03;81,89;86,60
01016;Bernedo;88,61;90,91;96,03;92,12;91,94;88,46;92,75;92,32;94,07;95,48;92,89;94,36;86,36;94,41;90,54;81,49
48018;Berriatua;92,67;100,04;92,88;91,75;90,90;90,02;93,18;94,05;90,73;89,44;81,23;80,15;83,95;93,00;88,95;93,95
48019;Berriz;94,61;95,88;97,82;96,64;97,89;97,71;100,66;97,72;97,82;96,61;94,31;94,69;96,20;97,85;94,93;93,95
20023;Berrobi;97,24;97,05;101,73;95,86;97,06;97,91;99,18;96,87;92,20;97,50;90,87;86,56;92,24;93,69;88,04;88,49
20024;Bidania-Goiatz;97,57;95,25;93,52;92,85;95,99;97,18;95,30;99,86;93,49;91,12;87,35;86,07;82,00;86,52;87,06;89,69
48020;Bilbao;101,22;101,20;100,54;100,49;100,37;100,77;101,14;101,73;101,97;102,06;100,37;102,29;104,80;102,02;101,62;106,65
48021;Busturia;91,73;90,43;94,31;90,84;91,76;95,07;92,67;94,29;95,56;97,24;94,65;95,16;96,90;88,95;92,51;90,62
01017;Campezo/Kanpezu;83,77;85,73;86,97;86,11;84,16;83,60;85,73;84,04;83,65;84,64;88,36;90,91;75,50;84,36;81,20;80,07
20029;Deba;104,77;111,55;103,76;103,56;110,73;112,30;105,11;102,68;100,08;98,76;99,82;102,94;97,01;98,70;98,79;97,25
48901;Derio;98,12;102,98;102,43;98,61;96,30;96,41;96,36;96,07;95,39;95,20;92,73;90,86;98,08;90,12;89,17;88,30
48026;Dima;106,43;107,82;108,84;107,09;106,22;104,35;106,46;105,48;107,18;106,80;102,91;103,58;108,55;109,37;104,76;108,17
20069;Donostia / San Sebastián;122,94;118,21;118,14;121,06;119,20;119,25;118,72;117,53;116,53;115,26;116,70;117,44;115,52;113,55;117,51;115,34
48027;Durango;105,43;106,52;109,46;110,52;107,87;107,76;108,89;108,39;108,24;108,69;105,87;107,15;98,17;104,71;107,96;111,17
48028;Ea;101,81;97,80;97,99;100,91;96,39;98,06;97,50;99,23;96,32;97,49;97,21;98,30;98,65;101,67;92,38;94,17
20030;Eibar;98,59;99,35;102,32;101,51;103,85;104,89;111,29;99,64;98,69;99,13;99,80;98,78;99,12;99,55;101,50;98,33
48031;Elantxobe;83,27;79,92;83,35;84,55;81,54;81,42;82,67;86,37;88,40;85,76;83,61;81,13;84,03;76,32;75,92;71,48
01021;Elburgo/Burgelu;111,73;114,73;108,12;107,37;109,71;113,94;112,03;122,27;121,80;124,64;126,26;126,77;124,82;138,11;129,09;94,45
01022;Elciego;87,61;88,13;89,06;90,88;92,76;96,63;98,64;99,54;93,36;90,40;88,71;91,99;95,92;97,56;87,55;105,38
20031;Elduain;111,27;107,51;110,97;109,57;111,54;112,82;115,42;116,13;114,40;114,68;110,24;109,47;98,54;104,81;103,17;105,31
20033;Elgeta;106,96;106,00;108,93;109,38;110,41;107,61;110,71;110,88;103,05;103,89;107,56;102,72;94,92;97,68;97,96;93,25
20032;Elgoibar;106,39;103,35;111,18;103,99;108,51;108,29;104,61;103,12;102,73;101,86;101,18;99,87;97,02;99,84;101,61;96,41
48032;Elorrio;98,88;100,39;99,42;99,84;99,55;100,56;103,49;101,27;100,55;99,68;98,85;98,80;98,59;100,50;100,49;101,89
01023;Elvillar/Bilar;55,70;60,28;62,60;80,69;83,89;82,51;78,36;78,05;67,05;59,70;58,38;67,21;67,50;74,98;80,15;98,08
48902;Erandio;79,44;78,86;79,40;78,08;78,22;78,19;78,84;78,67;79,43;79,33;77,67;78,50;78,98;76,94;75,85;76,44
48033;Ereño;102,59;115,73;107,28;104,92;110,68;105,07;113,76;111,69;118,75;122,25;117,33;112,01;117,79;105,38;91,05;99,76
48034;Ermua;85,92;87,24;86,47;86,09;87,24;86,53;87,02;86,37;86,43;85,26;84,20;83,05;84,95;83,86;84,61;82,85
20067;Errenteria;84,24;86,11;86,58;84,78;85,54;84,51;84,78;84,41;85,03;84,98;85,96;85,75;84,79;82,56;82,23;82,15
20066;Errezil;87,89;88,89;94,49;85,06;89,39;84,87;84,56;86,90;86,17;84,17;76,10;77,07;64,52;79,67;81,00;78,66
01046;Erriberagoitia/Ribera Alta;99,54;105,46;98,83;96,12;99,79;103,43;102,97;102,56;104,30;112,18;110,38;105,02;100,67;107,54;105,54;104,85
48079;Errigoiti;95,02;98,51;95,84;94,46;95,60;97,26;100,85;101,00;102,08;104,19;96,92;99,67;96,87;99,00;92,58;86,03
20034;Eskoriatza;102,21;103,38;104,61;104,78;108,56;107,52;104,18;102,97;99,68;101,80;104,76;105,86;103,36;108,94;111,53;110,21
48029;Etxebarri;98,85;101,37;99,15;99,48;97,74;97,05;97,57;96,88;97,52;96,82;95,26;93,71;88,09;88,16;82,72;75,18
48030;Etxebarria;98,35;100,75;96,32;99,08;97,58;100,46;101,00;105,68;101,67;99,34;96,91;99,21;91,81;102,58;97,10;99,74
20035;Ezkio-Itsaso;107,43;116,49;116,42;114,37;129,22;115,81;121,15;116,34;116,73;112,43;110,10;104,09;97,03;104,06;101,44;96,37
48906;Forua;96,63;95,25;97,40;98,58;97,65;110,16;93,17;95,32;93,57;96,33;96,39;94,54;89,44;86,97;87,76;90,48
48035;Fruiz;110,00;110,11;107,90;105,80;106,03;103,84;105,97;104,37;106,13;107,45;105,88;107,54;104,82;102,78;94,26;100,72
20038;Gabiria;111,50;119,17;112,37;119,68;122,18;129,61;125,06;176,97;122,08;116,71;117,57;103,17;96,31;99,30;110,03;103,37
20037;Gaintza;115,47;121,03;120,26;114,51;109,29;105,58;100,51;104,05;107,16;111,82;105,60;110,03;105,60;109,37;114,37;99,50
48036;Galdakao;98,82;99,59;99,51;98,74;98,56;99,52;99,66;99,17;100,08;100,78;100,58;100,52;101,30;101,35;100,79;104,64
48037;Galdames;93,00;94,74;93,35;91,69;89,44;91,53;94,13;96,61;97,35;93,57;92,65;95,13;96,90;95,79;89,33;91,51
48038;Gamiz-Fika;116,41;117,97;113,21;114,04;109,15;110,62;118,20;117,49;115,67;116,36;115,42;114,28;129,97;117,83;107,01;103,01
48039;Garai;152,11;205,14;149,63;147,79;144,04;145,21;143,35;138,30;146,02;149,54;139,63;138,52;99,17;115,07;107,66;97,14
48040;Gatika;108,16;107,52;108,49;107,03;112,37;110,38;108,22;114,30;113,67;116,96;110,65;112,11;110,24;112,01;107,04;103,43
48041;Gautegiz Arteaga;115,49;112,41;111,37;113,09;110,84;112,94;113,39;113,47;118,41;113,87;114,58;119,71;118,12;116,84;107,77;107,50
20907;Gaztelu;90,30;95,35;92,78;89,46;89,57;95,68;90,57;95,35;111,29;98,20;95,32;93,12;96,63;98,59;85,89;94,09
48046;Gernika-Lumo;95,29;95,22;94,38;96,03;96,44;96,95;97,59;95,16;96,85;95,77;92,95;93,70;93,21;95,42;93,82;98,24
20039;Getaria;107,69;110,11;108,28;107,89;110,14;107,28;106,50;106,86;105,40;104,83;100,57;98,39;96,52;91,92;93,58;86,66
