Indicadores municipales de sostenibilidad: PIB municipal per cápita (Base CAE=100);;;;;;;;;;;;;;;
"";;;;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;;;
48031;Elantxobe;40,98;41,24;38,59;44,33;42,29;47,76;44,20;40,44;39,20;36,51;38,97;37,44;42,74;63,27
01021;Elburgo/Burgelu;50,88;49,94;57,17;64,55;63,51;66,00;61,34;66,33;58,74;59,67;67,96;80,84;107,59;186,12
01022;Elciego;193,55;167,80;199,99;225,90;223,30;215,94;186,64;179,34;186,11;184,29;186,79;267,80;324,79;205,16
20031;Elduain;86,12;86,10;87,86;78,58;101,21;115,29;101,43;91,50;92,79;82,65;117,43;90,41;89,36;144,58
20033;Elgeta;156,53;137,00;149,64;147,45;145,37;145,33;153,37;157,69;151,45;166,02;188,24;197,93;220,73;136,42
20032;Elgoibar;125,16;131,01;129,12;134,19;133,57;135,93;140,35;137,25;133,01;127,02;126,57;137,41;141,97;116,90
48032;Elorrio;106,01;119,39;103,77;107,83;106,75;103,58;123,69;120,18;113,82;119,94;137,81;136,20;154,20;112,72
01023;Elvillar/Bilar;91,62;79,27;103,69;126,47;131,05;125,63;121,88;116,22;103,91;99,20;129,19;214,15;173,57;160,26
48902;Erandio;119,93;114,57;124,42;118,87;113,89;117,32;125,13;124,47;135,74;130,15;117,29;116,08;111,75;97,99
48033;Ereño;43,86;37,21;40,83;47,34;74,95;81,00;65,14;60,12;55,58;56,77;67,69;74,73;48,83;42,28
48034;Ermua;58,57;59,36;62,70;65,39;65,64;66,11;63,93;61,63;63,18;63,98;63,13;72,21;62,35;63,93
20067;Errenteria;57,83;58,89;57,98;57,77;55,40;56,80;54,99;56,58;56,60;54,29;58,70;59,65;58,66;55,20
20066;Errezil;167,25;136,46;112,77;106,52;102,14;104,58;111,42;107,12;105,32;111,58;101,30;137,58;119,53;95,43
01046;Erriberagoitia/Ribera Alta;47,66;45,87;49,83;51,34;57,64;62,35;69,91;61,28;58,28;57,10;58,06;67,81;84,71;98,49
48079;Errigoiti;38,15;37,28;38,48;37,02;35,58;41,50;40,81;39,24;41,80;43,16;47,60;55,44;63,17;55,64
20034;Eskoriatza;95,41;98,84;107,71;96,02;123,70;122,19;127,75;116,62;122,07;137,39;130,98;137,58;116,71;135,14
48029;Etxebarri;91,04;86,64;85,53;91,56;93,49;90,93;87,73;90,56;88,25;121,18;121,90;125,58;127,13;160,98
48030;Etxebarria;403,08;401,78;361,07;380,46;460,09;487,66;479,13;455,21;428,20;395,85;370,07;363,18;375,21;250,14
20035;Ezkio-Itsaso;240,09;230,02;237,96;235,60;220,76;244,31;256,08;264,43;237,19;220,93;295,18;275,91;242,31;193,83
48906;Forua;36,66;40,03;46,92;44,14;47,89;48,69;51,87;47,93;52,22;53,16;64,48;87,08;86,57;82,62
48035;Fruiz;31,36;32,66;28,93;29,24;31,41;32,36;34,64;36,17;37,04;41,66;90,71;45,09;50,53;40,99
20038;Gabiria;59,69;61,56;74,64;68,01;70,21;67,77;78,36;71,09;67,12;74,28;99,94;125,32;109,35;108,87
20037;Gaintza;34,54;39,33;40,74;39,87;42,72;41,48;43,99;45,62;50,70;39,35;52,08;67,76;81,10;74,30
48036;Galdakao;95,07;95,63;94,66;93,25;99,24;102,99;99,96;102,31;96,32;106,88;101,02;100,12;92,43;107,62
48037;Galdames;72,35;63,10;64,29;59,35;58,69;60,49;74,44;89,72;93,32;82,81;85,31;84,98;74,97;57,22
48038;Gamiz-Fika;34,29;39,23;40,96;38,96;41,00;39,84;45,70;42,23;44,56;45,12;45,97;50,54;53,84;54,21
48039;Garai;52,74;45,42;53,61;48,21;44,32;44,22;38,63;40,19;35,10;34,71;34,59;33,84;47,61;41,28
48040;Gatika;79,38;72,40;79,82;79,64;80,24;82,52;85,54;87,79;78,75;86,40;108,55;98,55;100,44;95,53
48041;Gautegiz Arteaga;32,90;34,12;35,97;40,33;44,57;46,90;47,19;43,87;46,95;46,96;43,48;42,17;42,92;40,98
20907;Gaztelu;27,03;24,16;28,56;27,74;31,30;29,43;31,28;32,79;42,97;28,42;29,69;25,16;42,27;33,26
48046;Gernika-Lumo;69,80;70,06;69,61;71,04;69,10;69,22;68,17;67,31;72,24;72,60;75,31;72,69;75,28;74,68
20039;Getaria;117,77;115,22;124,94;112,36;114,80;108,10;106,38;113,35;112,22;109,53;84,71;94,15;99,39;104,85
48044;Getxo;61,67;60,37;60,49;62,46;57,95;58,55;59,90;61,09;63,07;62,00;56,41;55,40;57,76;63,34
48047;Gizaburuaga;220,70;222,94;217,44;224,97;258,24;229,44;245,88;229,42;243,17;334,62;318,69;427,20;419,80;281,06
48042;Gordexola;78,29;78,83;73,78;71,61;72,01;71,53;65,47;59,37;57,49;53,05;54,93;55,13;57,62;59,66
48043;Gorliz;52,06;55,20;53,97;54,60;63,93;63,89;69,17;70,24;71,75;65,28;66,94;57,24;69,56;92,48
48045;Güeñes;49,94;51,93;63,66;51,51;53,75;56,65;56,08;60,85;76,06;71,37;74,26;97,50;63,75;71,54
01056;Harana/Valle de Arana;52,07;71,34;77,24;63,03;60,77;66,25;66,01;57,65;54,17;57,20;45,29;47,19;56,36;57,31
20040;Hernani;120,97;121,83;125,75;126,29;127,94;121,51;121,13;117,22;117,72;119,48;116,88;111,27;106,15;109,44
20041;Hernialde;42,52;39,80;39,57;33,66;31,79;32,96;31,88;36,98;35,54;30,31;27,87;27,35;40,03;33,48
20036;Hondarribia;67,02;73,13;82,19;80,20;75,41;72,11;74,29;77,18;75,31;71,15;64,30;60,97;65,77;64,85
20042;Ibarra;92,17;93,00;92,46;84,88;85,73;89,21;90,01;90,08;81,18;67,56;73,51;36,79;41,51;41,09
48048;Ibarrangelu;61,63;58,68;66,26;65,86;57,54;59,82;61,10;63,46;56,58;48,99;42,98;29,05;45,73;52,08
20043;Idiazabal;149,31;153,89;149,27;139,32;143,32;171,31;162,76;188,89;157,67;180,57;225,37;188,59;153,62;133,69
48094;Igorre;125,56;138,43;132,39;131,25;143,30;145,45;137,09;150,25;159,01;184,07;205,69;225,64;233,53;205,91
20044;Ikaztegieta;180,33;166,59;180,32;174,90;162,20;160,11;141,09;156,34;200,65;155,36;149,06;151,65;192,87;224,80
20045;Irun;88,93;85,84;87,08;89,01;86,47;85,88;83,51;86,18;89,58;85,27;85,37;86,70;92,19;87,45
20046;Irura;158,80;209,81;197,77;189,34;205,00;202,10;224,85;227,49;230,50;223,58;280,98;247,31;305,09;335,96
01027;Iruraiz-Gauna;55,95;51,19;54,50;64,94;59,22;58,96;50,43;51,64;48,13;44,94;42,52;46,56;59,73;70,47
01901;Iruña Oka/Iruña de Oca;156,22;139,92;117,11;122,19;126,82;132,35;133,41;127,65;141,18;138,19;146,10;182,54;277,70;348,92
48049;Ispaster;41,63;40,33;38,71;37,72;55,13;61,30;69,21;75,68;71,36;61,52;77,50;76,99;68,65;66,92
20047;Itsasondo;116,80;124,79;99,72;88,20;101,38;106,55;110,31;101,81;127,04;136,02;146,14;158,33;211,49;133,67
48910;Iurreta;274,59;241,62;228,33;242,58;222,18;216,03;213,67;228,55;241,64;199,38;219,26;275,41;193,51;155,00
48050;Izurtza;429,60;352,37;336,94;386,47;428,07;454,28;513,88;504,70;426,03;449,52;536,71;592,65;710,72;398,05
48022;Karrantza Harana/Valle de Carranza;46,36;55,11;56,52;57,21;54,29;57,20;58,67;63,57;68,87;88,87;95,50;84,16;68,20;78,11
48907;Kortezubi;45,36;40,80;43,72;48,60;50,08;57,49;57,05;56,20;60,20;53,04;46,32;42,76;50,82;60,09
01019;Kripan;50,79;45,58;53,56;63,06;60,71;64,85;54,05;49,29;44,71;42,74;57,37;64,67;104,06;50,19
01020;Kuartango;46,17;41,04;41,52;49,41;53,29;58,95;64,92;59,33;58,82;56,41;55,33;60,38;71,32;66,34
01028;Labastida/Bastida;72,87;94,17;99,03;109,45;110,99;112,70;100,04;126,70;129,74;130,11;150,24;123,75;159,99;156,11
01030;Lagrán;60,45;54,09;65,15;64,02;74,20;64,82;66,07;88,34;71,28;77,28;88,24;49,16;87,89;124,68
01031;Laguardia;311,30;309,57;358,03;368,22;385,93;383,26;373,80;368,22;363,41;342,02;393,03;325,77;385,09;248,85
