Indicadores municipales de sostenibilidad: Tasa de afiliación a la Seguridad Social por municipio de residencia  (% habitantes de 16 y más años);;;;;;;;;;;;;;;
"";;;;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;;;
Entidad;;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009
48064;Meñaka;48,26;48,23;47,64;50,77;47,53;46,01;43,56;41,05;40,00;38,39;38,65;36,19;36,74;38,06
01039;Moreda de Álava / Moreda Araba;45,49;27,64;27,31;28,17;26,05;24,05;26,74;24,60;21,37;22,62;22,27;25,48;23,46;24,14
48066;Morga;45,60;43,64;41,69;45,71;45,40;45,38;42,21;41,03;40,48;39,40;38,06;36,22;34,50;32,80
48068;Mundaka;42,98;42,16;41,73;43,19;43,13;40,73;40,64;39,07;38,25;37,35;37,93;40,11;38,56;38,71
48069;Mungia;58,13;55,19;53,94;55,30;54,15;53,38;52,50;50,94;50,56;50,41;50,59;50,75;50,15;50,01
48007;Munitibar-Arbatzegi Gerrikaitz-;43,03;41,49;38,75;39,95;39,60;39,20;41,54;41,52;38,18;35,63;36,50;38,58;38,24;36,81
48908;Murueta;20,42;18,64;17,84;17,05;16,99;16,40;17,00;15,60;15,85;15,45;15,85;14,11;14,46;13,82
48071;Muskiz;53,26;49,79;48,92;49,68;48,75;48,35;46,60;45,84;43,76;43,08;43,64;44,43;45,43;44,16
20057;Mutiloa;58,50;51,47;52,82;50,24;48,02;49,00;44,28;42,86;37,76;41,03;42,78;47,31;44,86;45,79
20056;Mutriku;48,38;47,82;47,56;48,74;48,77;48,58;46,93;45,36;44,32;43,14;43,27;44,50;44,44;44,93
48067;Muxika;49,45;49,03;50,20;49,20;48,90;47,45;48,38;46,97;44,13;43,66;44,84;46,90;45,47;43,38
48909;Nabarniz;43,44;42,47;40,00;45,32;45,59;43,41;40,57;39,53;36,45;36,82;39,80;41,75;37,13;35,29
01041;Navaridas;47,00;40,80;38,61;44,69;44,94;42,08;34,74;35,87;31,98;36,45;43,81;51,49;68,78;77,60
20063;Oiartzun;56,68;54,28;53,92;54,75;54,19;53,93;53,10;52,62;50,66;50,73;50,66;52,24;52,55;52,90
01042;Okondo;55,42;53,42;51,97;51,00;49,54;48,65;47,53;46,08;45,25;44,20;42,56;44,02;40,18;40,34
20058;Olaberria;52,30;50,50;48,07;49,17;48,26;47,42;47,56;43,61;41,41;41,68;43,35;46,26;43,33;43,70
48073;Ondarroa;47,23;45,57;44,20;45,37;44,90;43,67;43,62;43,76;42,90;41,34;41,54;44,38;43,24;43,91
20076;Ordizia;56,81;53,41;53,47;54,33;53,13;52,47;50,76;49,96;48,01;47,95;48,54;51,17;50,11;50,16
20905;Orendain;54,89;49,18;48,26;46,67;48,15;53,29;52,70;52,63;48,67;45,70;50,66;53,52;48,65;47,10
20060;Orexa;63,22;60,67;60,92;65,06;69,51;71,60;70,73;68,67;63,95;67,47;64,71;67,05;59,09;64,04
20061;Orio;53,72;52,01;50,49;50,55;50,61;50,01;48,06;46,94;46,35;45,22;46,82;47,95;47,73;48,26
20062;Ormaiztegi;60,04;55,25;55,44;56,66;55,63;55,35;55,00;55,17;52,54;52,21;51,97;54,84;52,03;53,35
48075;Orozko;50,65;48,01;47,03;50,52;51,03;50,14;48,16;47,10;44,18;43,99;45,30;47,44;47,82;48,21
48083;Ortuella;49,71;47,40;46,38;47,29;46,31;45,19;44,88;43,86;42,38;41,81;43,26;45,73;46,44;47,27
48072;Otxandio;51,79;48,94;46,39;45,85;46,08;48,42;47,37;47,35;47,19;44,65;45,19;45,50;43,70;43,17
01043;Oyón-Oion;50,81;28,06;27,86;28,21;27,61;28,07;28,21;28,07;26,08;25,48;27,04;27,64;27,42;26,64
20059;Oñati;54,42;52,90;52,00;53,44;53,71;53,54;52,52;52,11;51,28;50,88;50,67;51,55;51,92;52,35
20064;Pasaia;53,13;50,60;48,08;49,50;48,67;47,66;46,30;45,89;44,67;43,87;44,35;46,13;46,75;48,06
01044;Peñacerrada-Urizaharra;35,34;27,03;28,33;33,08;29,70;32,06;31,47;30,43;28,52;25,95;28,46;25,95;26,37;23,66
48077;Plentzia;50,75;46,83;46,02;47,35;47,24;46,28;45,86;44,51;41,87;41,94;42,19;42,95;42,38;41,45
48078;Portugalete;48,36;45,30;44,28;44,89;44,88;44,02;43,93;43,43;42,61;41,70;42,22;43,57;44,37;44,96
01047;Ribera Baja/Erribera Beitia;45,25;31,83;30,44;30,58;30,90;29,95;28,99;28,64;28,17;27,21;27,89;29,85;29,08;26,77
01051;Salvatierra/Agurain;53,23;49,04;47,51;48,31;48,28;47,67;46,89;47,43;45,49;45,12;44,08;46,04;48,14;47,17
01052;Samaniego;55,81;47,91;46,72;58,33;63,26;64,73;60,27;51,22;53,59;53,53;56,77;107,61;101,41;116,31
01053;San Millán/Donemiliaga;51,02;48,82;49,61;52,54;52,61;53,21;52,23;52,15;50,71;51,25;49,14;53,37;50,40;51,66
48082;Santurtzi;47,71;45,44;44,33;45,30;44,59;43,97;43,33;42,72;41,86;41,05;41,27;43,07;43,26;43,77
20070;Segura;55,36;52,91;52,74;51,30;50,08;49,30;50,41;50,29;48,37;46,98;46,02;46,03;43,35;43,64
48084;Sestao;48,70;46,48;45,45;45,60;44,63;43,66;43,33;42,71;41,74;40,75;41,13;42,96;43,79;44,28
48904;Sondika;51,97;48,90;48,74;49,92;49,89;49,14;47,55;47,79;46,84;45,43;46,20;47,50;45,95;44,92
48085;Sopela;59,14;54,71;54,16;55,77;55,60;54,60;53,51;53,16;51,65;50,79;51,00;51,07;51,03;49,76
48086;Sopuerta;45,48;42,97;42,45;46,00;44,67;42,84;40,42;38,79;37,04;37,31;37,53;38,99;37,67;37,31
20065;Soraluze-Placencia de las Armas;51,21;50,19;48,43;48,47;47,97;47,48;47,16;46,90;45,79;45,38;45,12;47,52;46,31;46,06
48076;Sukarrieta;31,53;26,53;27,44;29,80;30,00;28,99;29,26;30,19;27,61;29,45;30,52;30,49;30,92;27,91
20071;Tolosa;54,12;51,93;51,12;52,72;52,38;51,29;50,52;49,19;47,74;47,29;47,58;50,28;50,82;51,19
48087;Trucios-Turtzioz;38,63;37,08;35,27;33,83;29,83;28,06;28,45;30,77;30,70;28,42;30,86;32,80;32,73;32,87
48088;Ubide;48,41;49,67;44,67;43,12;42,31;40,36;37,50;43,40;44,72;41,25;37,89;37,50;34,91;36,31
48065;Ugao-Miraballes;51,52;49,73;49,91;51,26;49,94;49,33;48,15;47,85;46,94;46,29;46,13;47,86;47,32;48,68
48089;Urduliz;50,88;47,88;46,17;49,76;50,11;51,28;49,26;47,22;45,56;44,29;44,00;44,64;43,99;46,32
48074;Urduña/Orduña;46,85;44,40;43,27;44,87;42,87;42,61;42,08;41,85;41,55;41,04;42,63;44,23;44,07;42,42
01054;Urkabustaiz;55,43;50,92;48,43;51,18;50,09;51,15;49,47;47,38;48,61;48,48;48,12;45,85;45,30;44,11
20072;Urnieta;58,77;56,76;55,55;56,85;56,06;56,58;55,69;54,90;54,05;53,20;53,06;54,42;54,00;54,45
20077;Urretxu;53,22;50,74;49,59;50,86;51,06;49,77;48,12;48,27;46,61;46,91;47,11;49,13;48,49;47,30
20073;Usurbil;56,51;54,43;54,67;54,41;54,35;53,89;52,32;51,84;50,92;50,22;50,58;52,01;51,79;51,98
01055;Valdegovía/Gaubea;32,36;27,26;28,78;30,28;31,01;30,02;30,33;29,47;29,22;28,33;28,40;28,89;28,64;29,54
48080;Valle de Trápaga-Trapagaran;50,42;47,90;46,84;47,70;47,23;46,16;45,21;44,43;43,16;42,65;43,34;44,87;44,97;44,38
20075;Villabona;56,72;54,79;53,00;52,56;53,22;51,27;49,92;51,71;50,84;50,69;51,11;53,14;52,94;54,09
01057;Villabuena de Álava/Eskuernaga;51,16;44,98;44,49;49,22;44,57;45,45;48,56;48,88;42,35;42,16;46,50;67,12;60,27;67,83
01059;Vitoria-Gasteiz;54,33;50,84;49,76;51,48;51,24;50,86;49,97;49,06;48,21;47,86;48,62;49,59;49,93;50,14
01060;Yécora/Iekora;46,23;32,57;31,60;31,30;33,64;35,87;38,46;35,32;37,23;38,94;39,57;40,62;35,94;36,78
48095;Zaldibar;52,94;51,37;49,25;50,39;50,49;49,86;49,51;48,91;47,91;46,38;46,98;47,87;48,00;47,91
20078;Zaldibia;52,20;51,19;51,01;51,29;50,30;50,23;47,79;48,77;48,64;47,27;47,73;48,65;48,84;49,84
01061;Zalduondo;41,99;35,33;36,81;37,43;44,24;40,36;39,52;39,88;40,23;42,07;38,89;37,74;36,69;37,65
48096;Zalla;51,25;48,44;47,39;47,67;47,50;47,34;46,02;44,71;43,19;43,14;44,11;45,77;47,68;48,71
01062;Zambrana;37,80;28,76;28,42;30,63;29,07;25,68;25,20;26,33;23,64;22,97;20,89;26,18;26,56;27,11
48905;Zamudio;53,99;52,07;51,49;51,40;51,04;50,83;50,54;51,22;51,08;51,57;51,95;53,28;52,45;53,25
48097;Zaratamo;50,29;48,54;46,63;47,09;47,87;47,54;48,46;46,90;47,66;44,76;46,76;45,75;45,04;43,29
20079;Zarautz;54,15;51,87;50,96;51,85;51,32;49,91;49,09;47,76;46,99;46,57;47,39;48,71;48,02;48,23
48024;Zeanuri;53,06;52,73;52,83;51,82;50,99;50,19;50,90;52,19;51,66;52,82;53,53;55,21;54,29;55,23
48025;Zeberio;52,61;49,83;49,06;48,86;50,17;48,77;49,39;48,17;46,00;43,94;43,20;43,69;42,20;45,76
20025;Zegama;55,00;53,27;52,82;56,49;52,50;51,02;49,35;46,80;47,07;46,42;43,76;45,20;41,14;42,94
20026;Zerain;46,61;48,70;43,72;45,13;46,12;49,29;49,53;49,77;49,54;51,13;44,10;44,49;39,91;40,00
20027;Zestoa;55,04;53,52;52,18;51,39;49,39;48,79;47,52;46,41;44,87;44,86;44,92;46,29;43,64;44,34
48913;Zierbena;45,88;42,67;40,02;40,97;39,16;38,55;37,09;34,75;33,16;30,31;29,93;30,29;29,26;51,55
01018;Zigoitia;51,18;45,59;46,98;51,86;50,31;51,83;50,52;48,33;47,67;47,92;47,44;48,82;45,60;45,07
48915;Ziortza-Bolibar;40,77;38,07;36,69;33,69;34,11;28,93;27,30;25,19;25,43;23,95;41,46;44,14;38,38;20,87
20028;Zizurkil;57,07;54,30;52,60;50,77;52,07;51,60;51,48;50,50;48,68;47,45;48,07;50,90;51,57;53,10
01063;Zuia;51,44;49,28;48,95;50,34;49,95;49,90;48,70;47,68;46,90;44,42;45,18;44,98;44,37;44,28
20081;Zumaia;54,63;53,01;52,32;53,95;52,75;52,30;51,05;49,22;48,47;48,16;48,86;49,35;48,35;48,98
20080;Zumarraga;52,41;49,83;49,28;49,50;49,06;48,31;46,98;47,22;46,00;45,12;45,08;49,09;47,38;48,01
