Indicadores municipales de sostenibilidad: Mujeres beneficiarias de Renta de Garantía de Ingresos (? mujeres);;;;;;;;;;;
"";;;;;;;;;;;
Resumen de datos;;;;;;;;;;;
Entidad;;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014
20078;Zaldibia;5,90;5,90;4,91;2,50;9,76;14,93;15,02;11,64;14,78;16,09
01061;Zalduondo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,05
48096;Zalla;34,38;29,83;34,45;37,53;36,78;37,84;40,69;44,75;43,43;42,54
01062;Zambrana;19,23;20,30;24,75;9,71;18,60;19,80;5,00;15,23;26,04;30,61
48905;Zamudio;19,20;17,35;19,91;21,01;21,06;13,97;20,52;22,51;22,05;23,34
48097;Zaratamo;28,08;24,42;28,81;27,32;22,46;26,60;27,54;33,53;27,88;24,21
20079;Zarautz;12,45;11,31;11,36;13,18;12,07;13,38;14,20;16,10;14,98;16,22
48024;Zeanuri;19,20;12,78;14,24;14,59;11,61;13,27;11,51;11,48;8,17;11,29
48025;Zeberio;16,54;22,06;22,26;30,13;23,94;20,72;22,56;28,25;26,12;20,41
20025;Zegama;4,09;5,39;6,70;7,99;4,09;5,49;9,67;5,55;7,05;9,78
20026;Zerain;6,71;0,00;0,00;0,00;0,00;6,99;14,39;21,74;14,39;14,60
20027;Zestoa;26,47;23,72;23,46;23,84;20,99;22,95;24,10;26,45;26,48;29,51
48913;Zierbena;15,83;12,84;10,04;22,60;16,74;22,73;20,00;21,31;15,76;17,22
01018;Zigoitia;5,80;5,88;7,08;2,37;5,08;2,53;2,54;2,54;1,25;4,89
48915;Ziortza-Bolibar;5,15;10,47;10,31;10,05;14,63;4,69;13,64;8,97;4,61;13,89
20028;Zizurkil;12,52;10,42;12,42;16,55;18,46;18,46;19,88;15,37;20,42;21,86
01063;Zuia;5,19;4,41;6,22;6,29;7,86;6,11;6,05;7,81;7,92;6,92
20081;Zumaia;14,37;11,21;11,08;15,52;15,71;14,90;17,86;19,33;21,75;21,85
20080;Zumarraga;22,46;19,96;22,69;26,47;24,65;26,50;26,71;25,74;30,77;31,59
