Indicadores municipales de sostenibilidad: Tasa de afiliación a la Seguridad Social por municipio de trabajo: Hombres (% hombres de 16 y más años);;;;;;;;;;;;;;;
"";;;;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;;;
Entidad;;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009
48064;Meñaka;18,04;16,98;18,81;18,87;15,56;15,69;22,07;17,72;17,52;17,03;16,67;17,72;21,75;21,00
01039;Moreda de Álava / Moreda Araba;34,11;37,31;33,59;39,10;40,00;31,16;34,81;32,33;31,58;29,41;34,31;33,80;33,57;37,29
48066;Morga;18,13;17,62;16,84;18,64;19,77;16,95;14,20;14,05;13,02;14,81;15,90;16,58;15,54;12,94
48068;Mundaka;24,46;25,48;23,35;21,51;21,54;21,21;28,38;26,02;28,26;30,98;29,90;31,01;34,08;33,74
48069;Mungia;66,97;67,16;64,49;66,40;64,04;64,10;61,53;59,64;59,70;62,70;64,62;67,60;68,18;70,36
48007;Munitibar-Arbatzegi Gerrikaitz-;16,36;18,02;17,47;17,70;18,58;20,47;19,63;19,34;16,13;20,64;22,12;19,23;19,50;16,84
48908;Murueta;61,97;63,12;68,66;79,20;80,33;88,79;90,76;89,43;93,39;88,62;85,04;82,26;82,64;77,69
48071;Muskiz;67,41;67,17;68,56;68,20;63,64;64,13;64,46;62,08;59,88;64,56;60,92;65,49;73,36;66,66
20057;Mutiloa;16,19;14,81;19,23;19,82;23,42;23,42;33,93;36,54;29,52;32,67;33,67;27,27;32,99;30,48
20056;Mutriku;16,16;16,46;14,83;16,37;16,20;16,57;15,97;16,27;14,87;15,05;14,63;16,37;19,15;19,49
48067;Muxika;54,24;58,46;54,52;53,83;59,35;57,14;58,33;53,52;51,29;51,30;52,14;68,09;71,58;66,72
48909;Nabarniz;17,76;17,48;17,00;17,53;21,43;21,00;21,36;21,70;21,78;26,26;27,72;30,93;30,00;29,91
01041;Navaridas;51,69;59,48;57,02;56,88;66,98;62,96;44,20;41,26;37,76;42,74;55,56;73,50;95,24;135,87
20063;Oiartzun;158,00;157,63;157,04;160,61;153,78;151,80;151,58;151,07;147,44;147,39;141,32;151,02;160,55;162,29
01042;Okondo;46,35;51,76;49,61;44,17;43,11;40,16;41,67;40,98;41,08;41,52;43,20;50,59;50,00;50,30
20058;Olaberria;353,22;360,33;330,86;365,12;364,25;343,67;325,12;300,92;286,54;270,29;261,59;249,41;228,01;222,35
48073;Ondarroa;25,43;24,93;25,98;26,65;28,40;27,47;29,01;31,34;31,49;31,35;31,87;33,72;33,45;32,44
20076;Ordizia;35,41;36,22;37,18;36,25;34,67;34,53;33,83;33,86;32,50;32,35;34,89;38,15;38,13;37,80
20905;Orendain;39,33;41,76;42,70;45,68;43,21;42,86;38,16;31,71;25,00;23,75;19,75;21,33;21,05;20,93
20060;Orexa;33,33;30,61;26,53;28,26;28,89;29,55;24,44;23,91;26,09;32,56;27,27;25,53;19,15;18,87
20061;Orio;19,81;19,94;17,98;18,71;19,31;19,56;19,83;19,28;17,74;18,77;19,72;21,57;23,79;20,49
20062;Ormaiztegi;205,24;190,89;194,80;195,15;195,03;176,70;165,20;159,40;146,08;137,87;141,22;156,27;151,27;149,82
48075;Orozko;47,05;46,25;48,60;52,28;54,78;52,64;51,13;48,16;47,59;47,43;47,62;51,61;56,64;59,40
48083;Ortuella;55,60;57,27;57,55;59,25;59,18;59,35;58,74;54,16;48,08;48,90;50,62;56,96;61,65;74,56
48072;Otxandio;25,74;25,32;25,95;28,49;29,42;32,53;32,90;32,28;35,94;33,82;34,64;33,90;41,09;39,00
01043;Oyón-Oion;108,19;107,79;106,68;104,18;106,13;103,59;97,42;94,37;89,87;86,97;90,37;92,64;97,16;95,36
20059;Oñati;94,12;92,64;91,66;98,42;95,48;91,14;86,38;84,94;82,38;82,18;81,01;84,61;84,00;84,92
20064;Pasaia;27,30;28,40;26,95;26,91;27,97;26,83;26,47;26,80;27,49;27,22;27,72;30,38;31,26;32,29
01044;Peñacerrada-Urizaharra;20,35;14,86;14,86;15,82;16,77;16,34;17,33;17,33;17,11;16,13;15,79;15,69;13,38;13,66
48077;Plentzia;17,29;16,85;15,82;16,95;17,83;16,28;15,70;17,84;18,43;16,58;17,33;18,37;19,10;17,63
48078;Portugalete;19,40;19,25;19,11;19,08;18,64;17,80;17,78;17,99;17,44;17,15;17,47;20,03;20,93;20,86
01047;Ribera Baja/Erribera Beitia;117,56;93,52;96,65;89,50;86,19;83,69;83,10;91,55;76,92;69,87;72,80;70,71;82,52;80,97
01051;Salvatierra/Agurain;50,09;48,42;46,38;50,93;51,16;49,38;47,72;45,22;43,58;43,46;42,05;46,39;47,55;53,62
01052;Samaniego;92,48;85,61;91,54;107,48;99,13;85,45;86,78;75,19;70,08;68,94;61,84;137,74;140,85;179,74
01053;San Millán/Donemiliaga;68,42;62,82;61,21;62,67;58,73;52,37;50,14;50,28;58,82;56,75;52,87;54,76;51,28;54,08
48082;Santurtzi;25,09;24,86;22,71;23,15;22,48;23,24;21,47;20,98;21,14;20,19;18,92;20,00;20,19;19,17
20070;Segura;22,41;20,37;19,13;19,74;20,39;21,46;20,94;19,84;20,54;20,13;20,77;21,25;19,74;22,46
48084;Sestao;23,40;23,03;21,55;22,50;23,54;23,79;26,00;24,54;22,80;22,62;21,29;24,81;25,00;26,81
48904;Sondika;113,00;106,21;112,12;123,44;125,04;125,45;126,95;122,25;123,98;122,17;141,90;151,78;158,52;163,53
48085;Sopela;22,45;22,51;22,14;23,47;24,53;25,35;25,18;24,21;23,98;23,43;22,24;23,31;23,51;22,33
48086;Sopuerta;22,59;23,61;22,66;23,75;23,79;24,42;20,96;19,80;19,51;17,90;19,20;22,59;25,09;25,87
20065;Soraluze-Placencia de las Armas;28,12;28,50;28,07;28,12;29,02;29,99;31,22;32,22;31,86;31,29;32,91;35,15;36,00;34,75
48076;Sukarrieta;46,55;63,83;68,33;77,92;78,81;77,07;71,70;72,84;69,28;59,09;62,82;64,56;63,92;57,58
20071;Tolosa;32,75;35,06;34,43;35,32;36,23;36,77;36,99;36,39;36,53;37,46;38,60;43,90;46,55;46,03
48087;Trucios-Turtzioz;14,63;17,55;18,83;18,67;17,99;25,51;24,79;26,78;24,80;24,90;25,90;28,74;26,98;31,10
48088;Ubide;10,98;11,76;10,71;11,24;10,59;13,33;7,87;9,41;13,10;9,64;10,98;13,10;11,90;12,50
48065;Ugao-Miraballes;33,02;32,69;33,47;33,67;35,78;34,51;33,56;36,55;39,50;40,76;41,32;45,44;53,95;52,67
48089;Urduliz;43,72;45,96;46,14;51,38;51,10;51,94;53,05;52,90;53,91;57,06;59,99;64,83;67,17;71,11
48074;Urduña/Orduña;16,67;14,51;13,85;14,17;14,29;12,83;13,02;13,74;13,85;13,44;13,54;14,01;19,70;19,97
01054;Urkabustaiz;34,87;33,07;32,54;33,91;36,26;37,87;38,21;39,19;39,83;43,64;44,06;46,17;49,42;53,05
20072;Urnieta;85,42;85,03;81,06;78,28;76,47;80,73;74,18;74,47;74,14;72,26;75,67;79,19;78,24;76,05
20077;Urretxu;30,41;32,37;30,13;32,52;33,33;32,63;32,35;31,86;31,09;31,75;31,48;32,14;32,61;31,77
20073;Usurbil;72,27;68,59;65,17;66,79;65,89;64,64;63,59;61,92;66,51;70,48;71,70;78,70;81,00;82,81
01055;Valdegovía/Gaubea;19,17;16,78;18,20;18,85;21,82;21,44;21,30;23,22;21,71;19,22;19,81;20,86;22,09;24,60
48080;Valle de Trápaga-Trapagaran;117,77;117,80;113,73;115,17;114,16;113,61;116,57;116,57;115,49;104,55;107,66;118,83;130,80;131,88
20075;Villabona;33,19;32,57;32,00;31,56;29,31;29,58;30,02;30,10;30,25;28,42;29,92;31,95;32,99;33,31
01057;Villabuena de Álava/Eskuernaga;123,48;120,00;120,00;122,56;125,00;125,53;132,14;130,88;112,33;117,57;128,86;162,67;146,67;157,14
01059;Vitoria-Gasteiz;62,72;62,35;60,87;63,19;62,84;62,93;60,76;59,14;57,40;56,87;58,47;61,30;62,48;62,70
01060;Yécora/Iekora;57,41;57,14;47,46;48,33;50,43;47,90;49,14;44,72;43,20;41,80;39,06;50,35;43,26;46,21
48095;Zaldibar;68,44;67,83;63,05;69,36;68,24;67,29;66,17;63,36;60,77;56,75;59,31;59,80;70,44;68,33
20078;Zaldibia;40,99;38,34;37,81;40,41;42,14;39,91;37,67;35,95;36,96;37,88;38,55;40,38;40,56;41,62
01061;Zalduondo;11,46;15,79;14,74;11,96;11,49;10,34;11,11;12,09;11,83;12,79;12,94;17,07;14,94;15,91
48096;Zalla;30,13;30,40;30,94;30,84;30,55;29,67;29,55;28,11;27,45;27,92;30,52;33,02;39,96;40,99
01062;Zambrana;15,94;20,10;19,42;22,00;18,91;15,15;15,66;17,28;18,04;19,17;17,65;20,59;21,13;21,20
48905;Zamudio;769,80;732,84;710,66;714,44;704,83;676,79;647,32;617,51;580,70;562,00;568,67;588,53;604,64;618,08
48097;Zaratamo;201,90;206,46;147,58;130,71;148,84;144,85;148,16;137,37;138,35;134,21;142,73;156,41;181,57;195,88
20079;Zarautz;33,15;32,68;31,27;33,69;33,96;34,56;35,07;34,89;35,38;34,56;35,33;37,71;38,38;39,16
48024;Zeanuri;20,27;17,36;19,19;19,02;18,42;18,62;18,40;18,90;19,28;18,59;16,61;18,57;19,72;19,68
48025;Zeberio;23,62;23,54;21,26;22,25;23,66;22,43;21,32;18,76;20,59;19,96;18,81;20,73;21,12;22,81
20025;Zegama;28,82;29,78;26,91;29,78;29,17;27,29;28,51;26,93;25,11;25,73;23,82;23,84;21,86;23,22
20026;Zerain;25,44;29,73;30,70;31,86;25,23;30,69;29,13;30,77;34,62;30,56;28,32;28,18;28,44;25,47
20027;Zestoa;82,44;81,85;75,86;75,15;72,88;67,43;66,21;62,03;57,88;67,55;66,84;70,73;68,44;67,65
48913;Zierbena;119,07;116,45;100,29;106,41;108,37;107,76;93,89;84,64;70,86;77,41;73,00;76,59;72,10;75,23
01018;Zigoitia;55,07;53,49;52,02;62,23;62,08;41,82;40,44;43,91;39,92;41,26;44,61;43,80;49,00;45,42
48915;Ziortza-Bolibar;10,67;9,33;9,79;9,36;7,88;6,64;7,73;7,21;7,41;7,48;24,54;18,31;28,37;35,57
20028;Zizurkil;51,51;51,49;51,37;48,59;52,68;53,71;50,81;52,93;53,04;54,81;60,91;69,43;68,70;72,78
01063;Zuia;25,68;25,85;25,35;29,21;30,45;30,62;30,29;27,59;29,26;26,65;28,95;29,90;30,31;35,03
20081;Zumaia;54,87;56,27;55,15;56,76;55,73;55,19;58,99;58,53;58,29;57,74;59,12;59,44;58,59;54,06
20080;Zumarraga;31,77;32,40;31,89;30,11;29,99;30,07;31,72;36,23;34,69;35,16;34,69;34,47;33,95;35,39
