Indicadores municipales de sostenibilidad: Porcentaje de establecimientos del sector primario sobre el total (%);;;;;;;;;;;;;
"";;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;
Entidad;;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012
20064;Pasaia;2,46;2,32;2,15;2,27;2,16;1,72;1,84;1,87;2,60;2,41;3,04;2,65
01044;Peñacerrada-Urizaharra;46,67;51,22;51,28;53,66;51,16;39,47;37,14;38,24;37,50;36,36;38,24;39,39
48077;Plentzia;3,18;2,41;2,05;2,01;2,00;2,36;2,70;2,73;3,47;4,24;4,78;4,15
48078;Portugalete;0,12;0,12;0,04;0,12;0,15;0,08;0,11;0,15;0,18;0,18;0,21;0,21
01047;Ribera Baja/Erribera Beitia;19,09;16,96;19,30;19,49;21,24;16,82;16,38;13,59;12,75;15,60;15,84;16,04
01051;Salvatierra/Agurain;7,08;6,90;6,94;7,74;8,43;7,55;7,72;7,67;5,64;6,43;6,87;5,56
01052;Samaniego;46,55;44,44;50,00;53,42;52,56;47,06;44,78;41,94;40,98;40,68;41,94;32,79
01053;San Millán/Donemiliaga;59,43;58,65;60,40;66,67;66,07;65,42;67,27;66,67;63,44;67,31;66,04;64,42
48082;Santurtzi;0,52;0,51;0,54;0,63;0,70;0,66;0,60;0,63;0,63;0,64;0,57;0,52
20070;Segura;11,90;10,59;12,50;14,89;15,22;13,04;10,99;14,61;13,98;19,54;20,88;18,75
48084;Sestao;0,08;0,00;0,08;0,23;0,15;0,23;0,22;0,22;0,07;0,14;0,22;0,21
48904;Sondika;0,19;0,37;0,55;0,76;0,94;1,08;0,71;0,88;0,69;0,67;0,96;0,47
48085;Sopela;1,14;1,05;1,44;1,52;1,29;0,97;0,83;1,20;0,85;0,86;1,35;0,71
48086;Sopuerta;10,99;11,41;12,43;13,19;13,16;14,87;13,92;16,48;17,03;17,65;18,62;12,57
20065;Soraluze-Placencia de las Armas;3,87;2,73;3,00;2,99;2,80;3,65;4,11;4,39;6,17;6,47;6,47;5,88
48076;Sukarrieta;0,00;0,00;0,00;0,00;0,00;0,00;4,35;8,00;8,70;5,26;6,25;9,52
20071;Tolosa;1,74;1,71;2,24;2,52;2,66;2,99;2,69;2,67;3,16;3,47;3,47;3,18
48087;Trucios-Turtzioz;30,43;29,17;31,37;34,00;34,00;36,36;36,84;33,33;37,88;38,98;36,67;31,48
48088;Ubide;15,38;15,38;21,43;21,43;23,08;20,00;21,43;18,75;21,43;40,00;43,75;35,71
48065;Ugao-Miraballes;0,37;0,39;0,76;1,07;1,37;1,32;1,62;1,30;1,30;0,99;1,28;2,06
48089;Urduliz;1,75;1,80;3,11;4,23;4,40;4,18;4,43;2,97;3,45;3,86;3,97;3,68
48074;Urduña/Orduña;9,75;11,79;13,41;15,03;15,86;16,10;16,67;15,79;17,43;17,76;18,00;15,46
01054;Urkabustaiz;33,06;30,43;34,31;36,30;37,60;31,97;33,60;29,75;26,79;29,75;32,48;33,04
20072;Urnieta;5,38;5,01;5,21;6,18;6,51;5,02;5,25;6,10;6,20;6,55;6,43;5,25
20077;Urretxu;2,04;2,42;2,41;2,57;2,62;2,43;2,19;2,90;3,27;3,07;3,02;2,49
20073;Usurbil;3,88;5,08;6,43;6,71;6,60;7,11;6,87;6,39;7,50;7,64;7,26;5,50
01055;Valdegovía/Gaubea;36,07;37,61;38,21;41,80;42,97;43,31;42,96;41,13;38,26;36,67;38,89;33,33
48080;Valle de Trápaga-Trapagaran;0,92;0,89;0,97;1,05;1,12;1,20;1,20;1,26;1,32;1,39;1,36;1,00
20075;Villabona;3,16;3,23;3,99;5,99;5,44;5,48;5,41;5,43;6,58;6,93;7,09;6,78
01057;Villabuena de Álava/Eskuernaga;39,08;35,96;38,54;38,00;36,27;38,24;37,37;34,41;30,68;30,34;36,08;33,33
01059;Vitoria-Gasteiz;1,53;1,51;1,55;1,64;1,71;1,50;1,45;1,40;1,19;1,25;1,35;1,14
01060;Yécora/Iekora;69,09;69,64;70,18;73,91;74,63;73,85;73,44;73,33;70,59;67,92;67,86;59,26
48095;Zaldibar;3,76;3,76;4,13;3,21;3,21;3,23;3,11;2,68;4,11;4,95;5,88;4,76
20078;Zaldibia;13,33;15,79;18,64;17,54;17,89;18,75;17,21;20,80;21,37;20,90;24,65;20,00
01061;Zalduondo;33,33;33,33;31,58;36,36;33,33;33,33;40,00;42,11;42,11;45,45;45,83;45,45
48096;Zalla;5,20;4,99;5,73;6,74;7,14;7,46;7,18;7,40;7,77;7,03;7,27;5,56
01062;Zambrana;33,33;29,41;33,33;35,29;34,38;33,33;35,71;35,71;32,00;37,04;38,46;26,92
48905;Zamudio;2,75;2,72;2,87;3,13;3,12;2,66;2,10;1,99;1,66;1,53;1,82;1,76
48097;Zaratamo;2,59;1,59;2,09;1,64;1,63;1,69;2,19;2,26;3,43;2,72;2,09;4,10
20079;Zarautz;2,28;2,32;2,49;3,00;3,20;2,52;2,28;2,34;2,30;2,45;2,65;2,47
48024;Zeanuri;17,89;16,49;18,63;20,00;20,19;20,91;19,63;22,00;25,96;27,27;27,18;24,07
48025;Zeberio;13,58;13,25;14,29;13,33;11,63;11,76;14,46;16,25;21,92;20,63;19,12;16,42
20025;Zegama;13,00;11,88;16,19;17,14;18,45;19,23;20,19;20,37;19,82;22,69;24,32;18,02
20026;Zerain;32,35;30,56;30,56;31,43;33,33;29,03;28,12;35,29;38,89;37,84;39,47;34,21
20027;Zestoa;14,55;15,41;15,61;17,40;17,70;15,94;14,86;16,19;17,00;18,62;19,53;17,89
48913;Zierbena;4,60;5,23;4,71;4,65;5,49;6,00;6,45;5,92;5,44;7,48;7,48;7,75
01018;Zigoitia;16,27;15,34;19,55;21,91;22,60;21,30;21,56;20,62;17,96;16,11;18,09;16,23
48915;Ziortza-Bolibar;20,83;20,83;20,69;30,00;36,67;26,92;30,77;32,00;33,33;35,71;40,00;31,82
20028;Zizurkil;7,69;8,67;9,55;10,00;9,66;9,89;10,87;12,50;11,39;10,90;10,92;7,88
01063;Zuia;17,46;16,58;19,40;21,57;20,77;20,00;21,11;20,86;20,11;21,65;22,84;16,32
20081;Zumaia;2,64;2,76;3,39;3,98;4,16;4,04;3,78;3,56;3,70;3,54;4,13;4,33
20080;Zumarraga;2,38;3,05;2,99;3,37;3,18;2,95;3,22;3,93;4,26;3,93;4,32;4,27
